kind,blind,delay_us,lambda,classical_ref,rounds,shots,counts_json,p00,p11,p01,p10,rep
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 964, ""00"": 939, ""10"": 49, ""01"": 48}",0.4695,0.482,0.024,0.0245,0.0
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 969, ""00"": 940, ""01"": 50, ""10"": 41}",0.47,0.4845,0.025,0.0205,0.0
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 925, ""11"": 986, ""10"": 45, ""01"": 44}",0.4625,0.493,0.022,0.0225,0.0
BELL_LAMBDA_SWEEP,L05,8.333333333333334,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 954, ""00"": 954, ""10"": 50, ""01"": 42}",0.477,0.477,0.021,0.025,0.0
BELL_LAMBDA_SWEEP,L05,16.666666666666668,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 962, ""00"": 961, ""10"": 35, ""01"": 42}",0.4805,0.481,0.021,0.0175,0.0
BELL_LAMBDA_SWEEP,L05,25.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 916, ""11"": 983, ""10"": 44, ""01"": 57}",0.458,0.4915,0.0285,0.022,0.0
BELL_LAMBDA_SWEEP,L05,33.333333333333336,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 991, ""11"": 919, ""01"": 55, ""10"": 35}",0.4955,0.4595,0.0275,0.0175,0.0
BELL_LAMBDA_SWEEP,L05,41.66666666666667,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 989, ""11"": 926, ""10"": 49, ""01"": 36}",0.4945,0.463,0.018,0.0245,0.0
BELL_LAMBDA_SWEEP,L05,50.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 980, ""11"": 939, ""01"": 33, ""10"": 48}",0.49,0.4695,0.0165,0.024,0.0
BELL_LAMBDA_SWEEP,L05,60.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 928, ""11"": 979, ""10"": 46, ""01"": 47}",0.464,0.4895,0.0235,0.023,0.0
BELL_LAMBDA_SWEEP,L05,80.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 964, ""11"": 947, ""01"": 45, ""10"": 44}",0.482,0.4735,0.0225,0.022,0.0
BELL_LAMBDA_SWEEP,L05,100.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 915, ""11"": 992, ""01"": 47, ""10"": 46}",0.4575,0.496,0.0235,0.023,0.0
BELL_LAMBDA_SWEEP,L05,120.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 964, ""00"": 949, ""10"": 46, ""01"": 41}",0.4745,0.482,0.0205,0.023,0.0
BELL_LAMBDA_SWEEP,L05,140.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 942, ""11"": 984, ""10"": 41, ""01"": 33}",0.471,0.492,0.0165,0.0205,0.0
BELL_LAMBDA_SWEEP,L05,160.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 954, ""00"": 957, ""01"": 46, ""10"": 43}",0.4785,0.477,0.023,0.0215,0.0
BELL_LAMBDA_SWEEP,L05,180.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 956, ""11"": 957, ""10"": 44, ""01"": 43}",0.478,0.4785,0.0215,0.022,0.0
BELL_LAMBDA_SWEEP,L05,200.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 970, ""00"": 954, ""10"": 40, ""01"": 36}",0.477,0.485,0.018,0.02,0.0
BELL_LAMBDA_SWEEP,L06,0.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 931, ""00"": 996, ""01"": 42, ""10"": 31}",0.498,0.4655,0.021,0.0155,0.0
BELL_LAMBDA_SWEEP,L06,8.333333333333334,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 923, ""00"": 1000, ""01"": 51, ""10"": 26}",0.5,0.4615,0.0255,0.013,0.0
BELL_LAMBDA_SWEEP,L06,16.666666666666668,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 976, ""11"": 930, ""01"": 53, ""10"": 41}",0.488,0.465,0.0265,0.0205,0.0
BELL_LAMBDA_SWEEP,L06,25.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 960, ""00"": 952, ""10"": 49, ""01"": 39}",0.476,0.48,0.0195,0.0245,0.0
BELL_LAMBDA_SWEEP,L06,33.333333333333336,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 934, ""11"": 982, ""10"": 54, ""01"": 30}",0.467,0.491,0.015,0.027,0.0
BELL_LAMBDA_SWEEP,L06,41.66666666666667,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 932, ""00"": 975, ""10"": 49, ""01"": 44}",0.4875,0.466,0.022,0.0245,0.0
BELL_LAMBDA_SWEEP,L06,50.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 953, ""00"": 969, ""01"": 34, ""10"": 44}",0.4845,0.4765,0.017,0.022,0.0
BELL_LAMBDA_SWEEP,L06,60.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 942, ""00"": 947, ""01"": 60, ""10"": 51}",0.4735,0.471,0.03,0.0255,0.0
BELL_LAMBDA_SWEEP,L06,80.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 972, ""00"": 948, ""10"": 45, ""01"": 35}",0.474,0.486,0.0175,0.0225,0.0
BELL_LAMBDA_SWEEP,L06,100.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 963, ""00"": 954, ""01"": 43, ""10"": 40}",0.477,0.4815,0.0215,0.02,0.0
BELL_LAMBDA_SWEEP,L06,120.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 918, ""00"": 990, ""10"": 43, ""01"": 49}",0.495,0.459,0.0245,0.0215,0.0
BELL_LAMBDA_SWEEP,L06,140.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 951, ""10"": 45, ""11"": 963, ""01"": 41}",0.4755,0.4815,0.0205,0.0225,0.0
BELL_LAMBDA_SWEEP,L06,160.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 936, ""00"": 972, ""01"": 50, ""10"": 42}",0.486,0.468,0.025,0.021,0.0
BELL_LAMBDA_SWEEP,L06,180.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 978, ""00"": 933, ""10"": 40, ""01"": 49}",0.4665,0.489,0.0245,0.02,0.0
BELL_LAMBDA_SWEEP,L06,200.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 960, ""11"": 948, ""10"": 47, ""01"": 45}",0.48,0.474,0.0225,0.0235,0.0
BELL_LAMBDA_SWEEP,L07,0.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 929, ""11"": 975, ""10"": 53, ""01"": 43}",0.4645,0.4875,0.0215,0.0265,0.0
BELL_LAMBDA_SWEEP,L07,8.333333333333334,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 926, ""00"": 998, ""01"": 34, ""10"": 42}",0.499,0.463,0.017,0.021,0.0
BELL_LAMBDA_SWEEP,L07,16.666666666666668,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 977, ""11"": 929, ""01"": 44, ""10"": 50}",0.4885,0.4645,0.022,0.025,0.0
BELL_LAMBDA_SWEEP,L07,25.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 966, ""01"": 54, ""11"": 944, ""10"": 36}",0.483,0.472,0.027,0.018,0.0
BELL_LAMBDA_SWEEP,L07,33.333333333333336,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 951, ""00"": 963, ""01"": 37, ""10"": 49}",0.4815,0.4755,0.0185,0.0245,0.0
BELL_LAMBDA_SWEEP,L07,41.66666666666667,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 924, ""11"": 999, ""01"": 39, ""10"": 38}",0.462,0.4995,0.0195,0.019,0.0
BELL_LAMBDA_SWEEP,L07,50.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 915, ""00"": 1002, ""10"": 39, ""01"": 44}",0.501,0.4575,0.022,0.0195,0.0
BELL_LAMBDA_SWEEP,L07,60.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 953, ""00"": 949, ""10"": 43, ""01"": 55}",0.4745,0.4765,0.0275,0.0215,0.0
BELL_LAMBDA_SWEEP,L07,80.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 956, ""11"": 954, ""10"": 43, ""01"": 47}",0.478,0.477,0.0235,0.0215,0.0
BELL_LAMBDA_SWEEP,L07,100.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 980, ""00"": 941, ""01"": 42, ""10"": 37}",0.4705,0.49,0.021,0.0185,0.0
BELL_LAMBDA_SWEEP,L07,120.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 932, ""00"": 987, ""10"": 42, ""01"": 39}",0.4935,0.466,0.0195,0.021,0.0
BELL_LAMBDA_SWEEP,L07,140.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 959, ""11"": 953, ""10"": 53, ""01"": 35}",0.4795,0.4765,0.0175,0.0265,0.0
BELL_LAMBDA_SWEEP,L07,160.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 958, ""00"": 961, ""10"": 42, ""01"": 39}",0.4805,0.479,0.0195,0.021,0.0
BELL_LAMBDA_SWEEP,L07,180.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 965, ""00"": 939, ""01"": 51, ""10"": 45}",0.4695,0.4825,0.0255,0.0225,0.0
BELL_LAMBDA_SWEEP,L07,200.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 957, ""00"": 970, ""01"": 34, ""10"": 39}",0.485,0.4785,0.017,0.0195,0.0
BELL_LAMBDA_SWEEP,L08,0.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 934, ""11"": 986, ""01"": 37, ""10"": 43}",0.467,0.493,0.0185,0.0215,0.0
BELL_LAMBDA_SWEEP,L08,8.333333333333334,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 986, ""11"": 925, ""10"": 41, ""01"": 48}",0.493,0.4625,0.024,0.0205,0.0
BELL_LAMBDA_SWEEP,L08,16.666666666666668,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""10"": 44, ""00"": 952, ""11"": 960, ""01"": 44}",0.476,0.48,0.022,0.022,0.0
BELL_LAMBDA_SWEEP,L08,25.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 972, ""01"": 47, ""11"": 943, ""10"": 38}",0.486,0.4715,0.0235,0.019,0.0
BELL_LAMBDA_SWEEP,L08,33.333333333333336,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 942, ""01"": 38, ""11"": 976, ""10"": 44}",0.471,0.488,0.019,0.022,0.0
BELL_LAMBDA_SWEEP,L08,41.66666666666667,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 958, ""11"": 950, ""01"": 53, ""10"": 39}",0.479,0.475,0.0265,0.0195,0.0
BELL_LAMBDA_SWEEP,L08,50.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 965, ""00"": 958, ""01"": 39, ""10"": 38}",0.479,0.4825,0.0195,0.019,0.0
BELL_LAMBDA_SWEEP,L08,60.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 972, ""11"": 956, ""01"": 45, ""10"": 27}",0.486,0.478,0.0225,0.0135,0.0
BELL_LAMBDA_SWEEP,L08,80.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 970, ""11"": 954, ""10"": 34, ""01"": 42}",0.485,0.477,0.021,0.017,0.0
BELL_LAMBDA_SWEEP,L08,100.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 963, ""11"": 959, ""01"": 36, ""10"": 42}",0.4815,0.4795,0.018,0.021,0.0
BELL_LAMBDA_SWEEP,L08,120.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 967, ""00"": 951, ""10"": 45, ""01"": 37}",0.4755,0.4835,0.0185,0.0225,0.0
BELL_LAMBDA_SWEEP,L08,140.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 942, ""00"": 958, ""10"": 48, ""01"": 52}",0.479,0.471,0.026,0.024,0.0
BELL_LAMBDA_SWEEP,L08,160.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 974, ""11"": 931, ""10"": 51, ""01"": 44}",0.487,0.4655,0.022,0.0255,0.0
BELL_LAMBDA_SWEEP,L08,180.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 945, ""11"": 958, ""10"": 53, ""01"": 44}",0.4725,0.479,0.022,0.0265,0.0
BELL_LAMBDA_SWEEP,L08,200.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 943, ""00"": 984, ""10"": 37, ""01"": 36}",0.492,0.4715,0.018,0.0185,0.0
BELL_LAMBDA_SWEEP,L09,0.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 939, ""00"": 992, ""10"": 34, ""01"": 35}",0.496,0.4695,0.0175,0.017,0.0
BELL_LAMBDA_SWEEP,L09,8.333333333333334,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 934, ""11"": 971, ""10"": 48, ""01"": 47}",0.467,0.4855,0.0235,0.024,0.0
BELL_LAMBDA_SWEEP,L09,16.666666666666668,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 980, ""00"": 924, ""10"": 52, ""01"": 44}",0.462,0.49,0.022,0.026,0.0
BELL_LAMBDA_SWEEP,L09,25.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 966, ""01"": 39, ""00"": 948, ""10"": 47}",0.474,0.483,0.0195,0.0235,0.0
BELL_LAMBDA_SWEEP,L09,33.333333333333336,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 969, ""00"": 935, ""10"": 54, ""01"": 42}",0.4675,0.4845,0.021,0.027,0.0
BELL_LAMBDA_SWEEP,L09,41.66666666666667,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 944, ""11"": 954, ""01"": 48, ""10"": 54}",0.472,0.477,0.024,0.027,0.0
BELL_LAMBDA_SWEEP,L09,50.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 950, ""00"": 979, ""10"": 41, ""01"": 30}",0.4895,0.475,0.015,0.0205,0.0
BELL_LAMBDA_SWEEP,L09,60.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 959, ""00"": 960, ""01"": 38, ""10"": 43}",0.48,0.4795,0.019,0.0215,0.0
BELL_LAMBDA_SWEEP,L09,80.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 939, ""01"": 48, ""11"": 971, ""10"": 42}",0.4695,0.4855,0.024,0.021,0.0
BELL_LAMBDA_SWEEP,L09,100.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 950, ""11"": 960, ""10"": 48, ""01"": 42}",0.475,0.48,0.021,0.024,0.0
BELL_LAMBDA_SWEEP,L09,120.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 977, ""00"": 932, ""10"": 57, ""01"": 34}",0.466,0.4885,0.017,0.0285,0.0
BELL_LAMBDA_SWEEP,L09,140.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 915, ""11"": 992, ""10"": 43, ""01"": 50}",0.4575,0.496,0.025,0.0215,0.0
BELL_LAMBDA_SWEEP,L09,160.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 936, ""11"": 980, ""10"": 35, ""01"": 49}",0.468,0.49,0.0245,0.0175,0.0
BELL_LAMBDA_SWEEP,L09,180.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 980, ""00"": 909, ""10"": 54, ""01"": 57}",0.4545,0.49,0.0285,0.027,0.0
BELL_LAMBDA_SWEEP,L09,200.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 970, ""00"": 956, ""10"": 37, ""01"": 37}",0.478,0.485,0.0185,0.0185,0.0
BELL_LAMBDA_SWEEP,L10,0.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 931, ""11"": 978, ""01"": 46, ""10"": 45}",0.4655,0.489,0.023,0.0225,0.0
BELL_LAMBDA_SWEEP,L10,8.333333333333334,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 971, ""11"": 943, ""10"": 49, ""01"": 37}",0.4855,0.4715,0.0185,0.0245,0.0
BELL_LAMBDA_SWEEP,L10,16.666666666666668,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 936, ""11"": 973, ""10"": 52, ""01"": 39}",0.468,0.4865,0.0195,0.026,0.0
BELL_LAMBDA_SWEEP,L10,25.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 969, ""11"": 955, ""01"": 38, ""10"": 38}",0.4845,0.4775,0.019,0.019,0.0
BELL_LAMBDA_SWEEP,L10,33.333333333333336,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 966, ""11"": 944, ""10"": 43, ""01"": 47}",0.483,0.472,0.0235,0.0215,0.0
BELL_LAMBDA_SWEEP,L10,41.66666666666667,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 975, ""11"": 945, ""10"": 39, ""01"": 41}",0.4875,0.4725,0.0205,0.0195,0.0
BELL_LAMBDA_SWEEP,L10,50.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 971, ""00"": 939, ""01"": 45, ""10"": 45}",0.4695,0.4855,0.0225,0.0225,0.0
BELL_LAMBDA_SWEEP,L10,60.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 940, ""00"": 986, ""10"": 37, ""01"": 37}",0.493,0.47,0.0185,0.0185,0.0
BELL_LAMBDA_SWEEP,L10,80.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 967, ""11"": 935, ""01"": 52, ""10"": 46}",0.4835,0.4675,0.026,0.023,0.0
BELL_LAMBDA_SWEEP,L10,100.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 940, ""00"": 951, ""10"": 50, ""01"": 59}",0.4755,0.47,0.0295,0.025,0.0
BELL_LAMBDA_SWEEP,L10,120.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 984, ""00"": 935, ""01"": 45, ""10"": 36}",0.4675,0.492,0.0225,0.018,0.0
BELL_LAMBDA_SWEEP,L10,140.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 961, ""11"": 958, ""10"": 33, ""01"": 48}",0.4805,0.479,0.024,0.0165,0.0
BELL_LAMBDA_SWEEP,L10,160.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 994, ""00"": 909, ""01"": 52, ""10"": 45}",0.4545,0.497,0.026,0.0225,0.0
BELL_LAMBDA_SWEEP,L10,180.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""11"": 989, ""00"": 942, ""01"": 34, ""10"": 35}",0.471,0.4945,0.017,0.0175,0.0
BELL_LAMBDA_SWEEP,L10,200.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",0.0,2000,"{""00"": 947, ""11"": 980, ""01"": 35, ""10"": 38}",0.4735,0.49,0.0175,0.019,0.0
BELL_LAMBDA_SWEEP,L00,0.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""11"": 979, ""00"": 939, ""01"": 42, ""10"": 40}",0.4695,0.4895,0.021,0.02,0.0
BELL_LAMBDA_SWEEP,L00,8.333333333333334,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 934, ""11"": 793, ""01"": 122, ""10"": 151}",0.467,0.3965,0.061,0.0755,0.0
BELL_LAMBDA_SWEEP,L00,16.666666666666668,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 970, ""11"": 688, ""10"": 168, ""01"": 174}",0.485,0.344,0.087,0.084,0.0
BELL_LAMBDA_SWEEP,L00,25.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""11"": 586, ""00"": 964, ""10"": 216, ""01"": 234}",0.482,0.293,0.117,0.108,0.0
BELL_LAMBDA_SWEEP,L00,33.333333333333336,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 989, ""01"": 266, ""11"": 500, ""10"": 245}",0.4945,0.25,0.133,0.1225,0.0
BELL_LAMBDA_SWEEP,L00,41.66666666666667,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 1024, ""11"": 410, ""01"": 289, ""10"": 277}",0.512,0.205,0.1445,0.1385,0.0
BELL_LAMBDA_SWEEP,L00,50.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 1104, ""01"": 276, ""11"": 351, ""10"": 269}",0.552,0.1755,0.138,0.1345,0.0
BELL_LAMBDA_SWEEP,L00,60.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""11"": 302, ""00"": 1147, ""01"": 259, ""10"": 292}",0.5735,0.151,0.1295,0.146,0.0
BELL_LAMBDA_SWEEP,L00,80.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 1203, ""01"": 268, ""10"": 300, ""11"": 229}",0.6015,0.1145,0.134,0.15,0.0
BELL_LAMBDA_SWEEP,L00,100.0,0.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""10"": 285, ""00"": 1254, ""01"": 285, ""11"": 176}",0.627,0.088,0.1425,0.1425,0.0
BELL_LAMBDA_SWEEP,L00,120.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 1426, ""10"": 239, ""01"": 233, ""11"": 102}",0.713,0.051,0.1165,0.1195,0.0
BELL_LAMBDA_SWEEP,L00,140.0,0.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",2.0,2000,"{""00"": 1474, ""10"": 206, ""01"": 235, ""11"": 85}",0.737,0.0425,0.1175,0.103,0.0
